Time,VC,VE,VH,VM,VR,VT,Total,PC,PE,PH,PM,PR,PT,Trans,Region,RegName
2016-05-09 17:15:06,47,158,66,1597,387,36,2291,0.020515059,0.068965517,0.028808381,0.697075513,0.168921868,0.015713662,0.33,3,Region II
2016-05-09 18:45:47,47,158,66,1597,387,36,2291,0.020515059,0.068965517,0.028808381,0.697075513,0.168921868,0.015713662,0.33,3,Region II
2016-05-09 18:46:30,352,1075,313,12408,2366,211,16725,0.021046338,0.064275037,0.018714499,0.741883408,0.141464873,0.012615845,1.47,3,Region II
2016-05-09 18:47:11,511,1477,390,16884,3174,304,22740,0.022471416,0.064951627,0.017150396,0.742480211,0.139577836,0.013368514,1.92,3,Region II
2016-05-09 18:47:38,1676,4284,1077,51015,9275,871,68198,0.024575501,0.062817091,0.015792252,0.748042465,0.136001056,0.012771636,4.76,3,Region II
2016-05-09 18:48:07,3452,8651,2473,109607,17905,1868,143956,0.023979549,0.060094751,0.01717886,0.76139237,0.124378282,0.012976187,10.1,3,Region II
2016-05-09 18:48:28,3761,9420,2635,119519,19176,2019,156530,0.024027343,0.060180157,0.016833834,0.763553312,0.122506868,0.012898486,10.91,3,Region II
2016-05-09 18:48:54,3800,9518,2690,120829,19330,2038,158205,0.024019468,0.060162447,0.017003255,0.763749565,0.122183243,0.01288202,11.02,3,Region II
2016-05-09 18:49:15,3887,9762,2763,123484,19710,2080,161686,0.024040424,0.060376285,0.017088678,0.763727224,0.121902948,0.012864441,11.3,3,Region II
2016-05-09 18:49:41,4769,12147,3490,150278,24112,2493,197289,0.02417266,0.061569576,0.017689785,0.761715047,0.122216647,0.012636285,13.63,3,Region II
2016-05-09 18:50:18,12204,31427,8388,380292,61865,6483,500659,0.024375873,0.062771267,0.016753918,0.75958287,0.123567139,0.012948933,33.31,3,Region II
2016-05-09 18:55:40,14418,37602,9954,452020,73831,7676,595501,0.024211546,0.063143471,0.016715337,0.759058339,0.12398132,0.012889987,39.4,3,Region II
2016-05-09 19:06:04,15964,41215,11119,502533,80953,8389,660173,0.02418154,0.062430605,0.016842555,0.761214106,0.122623918,0.012707275,43.63,3,Region II
2016-05-09 19:16:14,17867,45988,12519,558764,89743,9264,734145,0.024337154,0.062641576,0.01705249,0.7611085,0.122241519,0.012618761,48.61,3,Region II
2016-05-09 19:38:16,19638,50886,13911,615713,98506,10276,808930,0.024276513,0.062905319,0.017196791,0.761144969,0.121773207,0.012703201,53.53,3,Region II
2016-05-09 19:46:26,20824,54390,14888,657167,105253,10981,863503,0.024115724,0.062987621,0.017241399,0.761047732,0.121890717,0.012716806,57.29,3,Region II
2016-05-09 19:48:51,21990,57694,16029,692958,111087,11503,911261,0.024131396,0.063312267,0.017589911,0.760438557,0.121904701,0.012623167,60.52,3,Region II
2016-05-09 19:56:38,23298,61072,16995,731561,118027,12203,963156,0.024189228,0.063408212,0.017645117,0.759545702,0.122541935,0.012669806,64.19,3,Region II
2016-05-09 20:08:56,24359,63853,17856,766552,123511,12824,1008955,0.024142801,0.063286271,0.017697519,0.759748453,0.122414776,0.01271018,67.42,3,Region II
2016-05-09 20:17:13,24973,65567,18259,785245,127043,13130,1034217,0.02414677,0.06339772,0.017654902,0.759265222,0.122839791,0.012695595,69.12,3,Region II
2016-05-09 20:27:07,25446,66724,18607,800734,129481,13399,1054391,0.024133362,0.063282027,0.017647154,0.759427954,0.122801693,0.01270781,70.51,3,Region II
2016-05-09 20:40:45,25946,68147,18999,815291,132135,13662,1074180,0.024154239,0.06344095,0.01768698,0.758989182,0.12301011,0.012718539,71.73,3,Region II
2016-05-09 20:47:44,26184,68872,19151,819268,133564,13795,1080834,0.024225737,0.063721163,0.017718725,0.75799614,0.123574943,0.012763292,72.26,3,Region II
2016-05-09 20:59:07,26448,69695,19388,827376,135413,13947,1092267,0.02421386,0.063807659,0.017750239,0.75748512,0.123974266,0.012768856,73.23,3,Region II
2016-05-09 21:07:39,26795,70594,19650,835520,137366,14144,1104069,0.024269317,0.063939844,0.017797801,0.756764296,0.124417949,0.012810794,74.1,3,Region II
2016-05-09 21:17:50,26984,71100,19797,841500,138395,14254,1112030,0.024265532,0.063937124,0.017802577,0.756724189,0.124452578,0.012818,74.74,3,Region II
2016-05-09 21:27:52,27245,71927,19984,847612,139672,14426,1120866,0.024307098,0.064170918,0.017829071,0.756211715,0.124610792,0.012870406,75.43,3,Region II
2016-05-09 21:37:55,27474,72695,20222,853196,140819,14577,1128983,0.024335176,0.064389809,0.017911696,0.755720857,0.124730842,0.01291162,76.04,3,Region II
2016-05-09 21:48:38,27822,73579,20475,859457,142581,14756,1138670,0.024433769,0.064618371,0.017981505,0.754790238,0.125217139,0.012958978,76.71,3,Region II
2016-05-09 21:58:53,28048,74144,20692,865642,143749,14873,1147148,0.024450202,0.064633334,0.018037777,0.754603591,0.125309899,0.012965197,77.27,3,Region II
2016-05-09 22:08:50,28124,74308,20733,868129,144119,14909,1150322,0.024448807,0.064597565,0.018023649,0.754683471,0.12528579,0.012960719,77.46,3,Region II
2016-05-09 22:20:40,28634,75640,21168,884251,146627,15184,1171504,0.024442085,0.064566574,0.01806908,0.754799813,0.125161331,0.012961117,78.96,3,Region II
2016-05-09 22:28:46,29181,77206,21558,897626,149072,15438,1190081,0.02452018,0.064874576,0.018114733,0.754256223,0.125262062,0.012972226,80.3,3,Region II
2016-05-09 22:38:04,29613,78343,21876,909678,150928,15708,1206146,0.024551754,0.064953165,0.018137108,0.754202228,0.125132447,0.013023299,81.47,3,Region II
2016-05-09 22:48:30,29906,79182,22128,916582,152670,15900,1216368,0.024586309,0.065097076,0.018191863,0.753540047,0.125513003,0.013071702,82.22,3,Region II
2016-05-09 23:09:12,30451,80347,22628,930591,156111,16182,1236310,0.024630554,0.064989364,0.018302853,0.752716552,0.126271728,0.01308895,83.61,3,Region II
2016-05-09 23:30:29,30451,80347,22628,930591,156111,16182,1236310,0.024630554,0.064989364,0.018302853,0.752716552,0.126271728,0.01308895,83.61,3,Region II
2016-05-09 23:31:54,30889,81397,22932,941414,158281,16384,1251297,0.024685586,0.065050104,0.018326584,0.752350561,0.12649355,0.013093614,84.67,3,Region II
2016-05-09 23:48:02,31377,82603,23350,949961,160321,16593,1264205,0.024819551,0.065339878,0.018470106,0.751429555,0.126815667,0.013125245,85.5,3,Region II
2016-05-10 00:12:35,31883,83746,23701,961420,162999,16836,1280585,0.024897215,0.065396674,0.018507948,0.750766251,0.127284796,0.013147116,86.53,3,Region II
2016-05-10 00:29:16,32098,84388,23863,965623,163840,16940,1286752,0.024944978,0.065582179,0.018545143,0.750434427,0.127328343,0.01316493,87.01,3,Region II
2016-05-10 00:49:34,32150,84513,23928,967142,164099,16979,1288811,0.024945473,0.065574394,0.01856595,0.750414141,0.127325884,0.013174158,87.17,3,Region II
2016-05-10 01:08:56,32264,84745,24014,968519,164499,17043,1291084,0.024989853,0.065638642,0.018599874,0.750159556,0.127411539,0.013200535,87.37,3,Region II
2016-05-10 01:28:58,32372,85002,24084,973014,165105,17094,1296671,0.024965469,0.065554023,0.018573717,0.750393893,0.127329909,0.013182989,87.79,3,Region II
2016-05-10 01:48:25,32457,85179,24117,976677,165407,17149,1300986,0.024948001,0.065472649,0.018537478,0.750720607,0.127139723,0.013181541,88.06,3,Region II
2016-05-10 02:08:55,32661,85821,24240,983873,166483,17283,1310361,0.024925192,0.065494165,0.018498719,0.75084118,0.127051248,0.013189495,88.81,3,Region II
2016-05-10 02:28:26,32664,85838,24245,984139,166492,17285,1310663,0.024921738,0.065492045,0.018498271,0.750871124,0.12702884,0.013187982,88.84,3,Region II
2016-05-10 02:48:22,32682,85868,24262,984340,166585,17292,1311029,0.02492851,0.065496644,0.018506074,0.750814818,0.127064314,0.01318964,88.87,3,Region II
2016-05-10 03:08:18,32682,85868,24262,984340,166585,17292,1311029,0.02492851,0.065496644,0.018506074,0.750814818,0.127064314,0.01318964,88.87,3,Region II
2016-05-10 03:29:34,32682,85868,24262,984340,166585,17292,1311029,0.02492851,0.065496644,0.018506074,0.750814818,0.127064314,0.01318964,88.87,3,Region II
2016-05-10 03:48:15,32701,86027,24265,984505,166698,17304,1311500,0.024934045,0.065594358,0.018501716,0.750670987,0.127104842,0.013194053,88.9,3,Region II
2016-05-10 04:09:01,32751,86129,24300,985645,167064,17376,1313265,0.024938607,0.065583869,0.018503501,0.750530167,0.12721271,0.013231145,88.98,3,Region II
2016-05-10 04:28:38,32985,86659,24418,988666,168594,17572,1318894,0.025009591,0.065705811,0.018513997,0.749617483,0.127829833,0.013323285,89.4,3,Region II
2016-05-10 04:48:45,32985,86659,24418,988666,168594,17572,1318894,0.025009591,0.065705811,0.018513997,0.749617483,0.127829833,0.013323285,89.4,3,Region II
2016-05-10 05:08:52,32985,86659,24418,988666,168594,17572,1318894,0.025009591,0.065705811,0.018513997,0.749617483,0.127829833,0.013323285,89.4,3,Region II
2016-05-10 05:39:52,32985,86659,24418,988666,168594,17572,1318894,0.025009591,0.065705811,0.018513997,0.749617483,0.127829833,0.013323285,89.4,3,Region II
2016-05-10 06:08:16,32985,86659,24418,988666,168594,17572,1318894,0.025009591,0.065705811,0.018513997,0.749617483,0.127829833,0.013323285,89.4,3,Region II
2016-05-10 06:40:30,32985,86659,24418,988666,168594,17572,1318894,0.025009591,0.065705811,0.018513997,0.749617483,0.127829833,0.013323285,89.4,3,Region II
2016-05-10 07:08:38,32992,86674,24422,988778,168604,17574,1319044,0.025012054,0.065709711,0.018514924,0.749617147,0.127822878,0.013323286,89.43,3,Region II
2016-05-10 07:38:11,33086,86870,24471,989705,168856,17590,1320578,0.025054181,0.065781802,0.018530522,0.749448348,0.127865223,0.013319925,89.57,3,Region II
2016-05-10 08:17:46,33229,87214,24523,990383,169336,17657,1322342,0.0251289,0.065954193,0.018545127,0.748961313,0.128057643,0.013352824,89.73,3,Region II
2016-05-10 08:39:14,33332,87490,24585,991377,170885,17692,1325361,0.025149374,0.066012203,0.018549663,0.74800526,0.128934683,0.013348816,89.9,3,Region II
2016-05-10 09:08:37,33463,87737,24680,993060,172132,17729,1328801,0.025182853,0.066027193,0.018573135,0.74733538,0.129539337,0.013342103,90.18,3,Region II
2016-05-10 09:38:09,33507,87870,24705,993557,173019,17741,1330399,0.025185677,0.066047855,0.018569617,0.746811295,0.130050459,0.013335097,90.29,3,Region II
2016-05-10 10:08:39,33524,87914,24713,994356,173563,17746,1331816,0.025171645,0.06601062,0.018555867,0.74661665,0.130320555,0.013324663,90.37,3,Region II
2016-05-10 10:39:15,33536,87940,24714,994840,173614,17749,1332393,0.025169751,0.066001548,0.018548581,0.74665658,0.130302396,0.013321145,90.4,3,Region II
2016-05-10 11:08:48,33545,87956,24718,995091,173643,17754,1332707,0.025170574,0.065998003,0.018547213,0.746668998,0.130293455,0.013321758,90.43,3,Region II
2016-05-10 11:40:55,33551,87967,24723,995127,173681,17760,1332809,0.025173149,0.066001205,0.018549545,0.746638866,0.130311995,0.01332524,90.46,3,Region II
2016-05-10 12:09:02,33564,88024,24734,995650,173756,17770,1333498,0.025169892,0.066009848,0.018548209,0.746645289,0.130300908,0.013325854,90.51,3,Region II
2016-05-10 12:41:15,33584,88067,24757,995954,173871,17775,1334008,0.025175261,0.066016845,0.018558359,0.746587727,0.130337299,0.013324508,90.57,3,Region II
2016-05-10 13:08:52,33628,88160,24799,997126,174031,17800,1335544,0.025179253,0.066010555,0.018568463,0.746606626,0.130307201,0.013327902,90.68,3,Region II
2016-05-10 13:38:35,33722,88405,24885,998931,174937,17875,1338755,0.025189075,0.066035234,0.018588166,0.74616416,0.130671407,0.013351958,90.96,3,Region II
2016-05-10 14:08:42,33839,88709,25060,1001259,175393,17961,1342221,0.025211198,0.066091203,0.018670547,0.745971789,0.130673712,0.013381552,91.26,3,Region II
2016-05-10 14:38:54,33936,88909,25131,1002863,175978,18043,1344860,0.025233853,0.066110227,0.018686703,0.745700668,0.130852282,0.013416266,91.51,3,Region II
2016-05-10 15:10:30,33992,89082,25191,1004872,176396,18089,1347622,0.02522369,0.066103106,0.018692927,0.745663101,0.130894272,0.013422903,91.74,3,Region II
2016-05-10 15:39:57,34059,89295,25256,1005955,176983,18134,1349682,0.025234833,0.066160029,0.018712556,0.745327418,0.131129407,0.013435757,91.9,3,Region II
2016-05-10 16:11:34,34103,89495,25290,1006943,177555,18169,1351555,0.025232417,0.066216321,0.01871178,0.745025545,0.131370902,0.013443034,92.07,3,Region II
2016-05-10 16:40:10,34122,89530,25311,1007371,177670,18174,1352178,0.025234843,0.066211697,0.018718689,0.744998809,0.131395423,0.013440538,92.13,3,Region II
2016-05-10 17:32:55,34184,89659,25373,1008200,178036,18233,1353685,0.025252551,0.066233282,0.018743652,0.744781836,0.131519519,0.01346916,92.26,3,Region II
2016-05-10 17:51:46,34330,90036,25532,1012412,178595,18317,1359222,0.025257096,0.066240835,0.018784275,0.744846684,0.131395019,0.013476091,92.71,3,Region II
2016-05-10 18:55:36,34446,90357,25687,1016001,179256,18438,1364185,0.025250241,0.066235151,0.018829558,0.744767755,0.131401533,0.013515762,93.1,3,Region II
2016-05-10 19:55:10,34514,90587,25748,1018133,179671,18520,1367173,0.025244793,0.066258623,0.018833023,0.744699464,0.131417897,0.013546201,93.32,3,Region II
2016-05-10 20:57:19,34697,91108,25988,1024286,180417,18706,1375202,0.025230475,0.066250631,0.018897587,0.744825851,0.13119309,0.013602365,93.85,3,Region II
2016-05-10 21:56:53,34737,91247,26020,1025764,180613,18741,1377122,0.025224345,0.066259199,0.018894477,0.744860659,0.131152505,0.013608816,93.99,3,Region II
2016-05-10 22:55:49,34782,91413,26060,1026964,180850,18792,1378861,0.025225168,0.066296023,0.018899657,0.744791534,0.131158978,0.01362864,94.13,3,Region II
2016-05-10 23:55:58,34920,91729,26258,1030665,181432,18870,1383874,0.025233511,0.066284214,0.018974271,0.744767949,0.131104421,0.013635634,94.46,3,Region II
2016-05-11 01:13:50,35124,92217,26527,1035324,182274,18955,1390421,0.025261414,0.066323078,0.019078394,0.744611884,0.131092669,0.013632562,94.94,3,Region II
2016-05-11 01:58:47,35185,92335,26623,1036402,182730,19010,1392285,0.025271406,0.066319037,0.019121803,0.744389259,0.131244681,0.013653814,95.08,3,Region II
2016-05-11 02:56:56,35212,92774,26661,1037488,182866,19038,1394039,0.025258978,0.066550505,0.019125003,0.744231689,0.131177105,0.01365672,95.24,3,Region II
2016-05-11 03:55:31,35292,92985,26732,1039407,183171,19084,1396671,0.025268657,0.066576166,0.019139797,0.74420318,0.13114828,0.013663919,95.46,3,Region II
2016-05-11 04:55:25,35436,93370,26833,1043170,183868,19164,1401841,0.025278188,0.066605271,0.019141258,0.744142881,0.131161808,0.013670595,95.77,3,Region II
2016-05-11 05:54:43,35436,93370,26833,1043170,183868,19164,1401841,0.025278188,0.066605271,0.019141258,0.744142881,0.131161808,0.013670595,95.77,3,Region II
2016-05-11 06:54:47,35436,93370,26833,1043170,183868,19164,1401841,0.025278188,0.066605271,0.019141258,0.744142881,0.131161808,0.013670595,95.77,3,Region II
2016-05-11 07:54:32,35436,93370,26833,1043170,183868,19164,1401841,0.025278188,0.066605271,0.019141258,0.744142881,0.131161808,0.013670595,95.77,3,Region II
2016-05-11 08:56:00,35436,93370,26833,1043170,183868,19164,1401841,0.025278188,0.066605271,0.019141258,0.744142881,0.131161808,0.013670595,95.77,3,Region II
2016-05-11 09:58:14,35436,93370,26833,1043170,183868,19164,1401841,0.025278188,0.066605271,0.019141258,0.744142881,0.131161808,0.013670595,95.77,3,Region II
2016-05-11 10:57:28,35436,93370,26833,1043170,183868,19164,1401841,0.025278188,0.066605271,0.019141258,0.744142881,0.131161808,0.013670595,95.77,3,Region II
2016-05-11 11:57:02,35436,93370,26833,1043170,183868,19164,1401841,0.025278188,0.066605271,0.019141258,0.744142881,0.131161808,0.013670595,95.77,3,Region II
2016-05-11 12:57:31,35462,93393,26859,1043292,184005,19171,1402182,0.025290583,0.066605476,0.019155145,0.744048918,0.131227615,0.013672262,95.85,3,Region II
2016-05-11 14:00:41,35462,93393,26859,1043292,184005,19171,1402182,0.025290583,0.066605476,0.019155145,0.744048918,0.131227615,0.013672262,95.85,3,Region II
2016-05-11 14:55:20,35462,93393,26859,1043292,184005,19171,1402182,0.025290583,0.066605476,0.019155145,0.744048918,0.131227615,0.013672262,95.85,3,Region II
2016-05-11 15:58:40,35462,93393,26859,1043292,184005,19171,1402182,0.025290583,0.066605476,0.019155145,0.744048918,0.131227615,0.013672262,95.85,3,Region II
2016-05-11 16:55:15,35470,93419,26868,1043678,184051,19176,1402662,0.025287632,0.06660122,0.019155007,0.744069491,0.131215503,0.013671148,95.88,3,Region II
2016-05-11 17:56:34,35470,93419,26868,1043678,184051,19176,1402662,0.025287632,0.06660122,0.019155007,0.744069491,0.131215503,0.013671148,95.88,3,Region II
2016-05-11 18:55:54,35470,93419,26868,1043678,184051,19176,1402662,0.025287632,0.06660122,0.019155007,0.744069491,0.131215503,0.013671148,95.88,3,Region II
2016-05-11 20:00:25,35470,93419,26868,1043678,184051,19176,1402662,0.025287632,0.06660122,0.019155007,0.744069491,0.131215503,0.013671148,95.88,3,Region II
2016-05-11 20:56:14,35470,93419,26868,1043678,184051,19176,1402662,0.025287632,0.06660122,0.019155007,0.744069491,0.131215503,0.013671148,95.88,3,Region II
2016-05-11 21:57:43,35470,93419,26868,1043678,184051,19176,1402662,0.025287632,0.06660122,0.019155007,0.744069491,0.131215503,0.013671148,95.88,3,Region II
2016-05-11 22:55:37,35470,93419,26868,1043678,184051,19176,1402662,0.025287632,0.06660122,0.019155007,0.744069491,0.131215503,0.013671148,95.88,3,Region II
2016-05-11 23:55:36,35470,93419,26868,1043678,184051,19176,1402662,0.025287632,0.06660122,0.019155007,0.744069491,0.131215503,0.013671148,95.88,3,Region II
2016-05-12 00:56:01,35470,93419,26868,1043678,184051,19176,1402662,0.025287632,0.06660122,0.019155007,0.744069491,0.131215503,0.013671148,95.88,3,Region II
2016-05-12 01:58:21,35470,93419,26868,1043678,184051,19176,1402662,0.025287632,0.06660122,0.019155007,0.744069491,0.131215503,0.013671148,95.88,3,Region II
2016-05-12 02:56:36,35470,93419,26868,1043678,184051,19176,1402662,0.025287632,0.06660122,0.019155007,0.744069491,0.131215503,0.013671148,95.88,3,Region II
2016-05-12 03:55:05,35470,93419,26868,1043678,184051,19176,1402662,0.025287632,0.06660122,0.019155007,0.744069491,0.131215503,0.013671148,95.88,3,Region II
2016-05-12 05:00:30,35470,93419,26868,1043678,184051,19176,1402662,0.025287632,0.06660122,0.019155007,0.744069491,0.131215503,0.013671148,95.88,3,Region II
2016-05-12 05:55:04,35470,93419,26868,1043678,184051,19176,1402662,0.025287632,0.06660122,0.019155007,0.744069491,0.131215503,0.013671148,95.88,3,Region II
2016-05-09 17:15:06,408,962,144,3046,1851,162,6573,0.062072113,0.146356306,0.021907805,0.463410923,0.281606572,0.02464628,0.16,4,Region III
2016-05-09 18:45:47,408,962,144,3046,1851,162,6573,0.062072113,0.146356306,0.021907805,0.463410923,0.281606572,0.02464628,0.16,4,Region III
2016-05-09 18:46:30,1712,3576,437,11585,6938,481,24729,0.069230458,0.144607546,0.01767156,0.468478305,0.280561284,0.019450847,0.56,4,Region III
2016-05-09 18:47:11,2490,5146,621,16190,10536,751,35734,0.069681536,0.144008507,0.017378407,0.453069905,0.294845245,0.021016399,0.79,4,Region III
2016-05-09 18:47:38,15822,29959,3072,91270,59874,4270,204267,0.077457445,0.146665883,0.01503914,0.446817156,0.293116362,0.020904013,4.26,4,Region III
2016-05-09 18:48:07,33199,62671,6394,193351,123987,8837,428439,0.077488277,0.146277533,0.014923945,0.451291782,0.289392422,0.02062604,9.01,4,Region III
2016-05-09 18:48:28,36652,69402,7062,213345,136656,9677,472794,0.077522134,0.146791203,0.014936738,0.451243036,0.289039201,0.020467688,10.01,4,Region III
2016-05-09 18:48:54,36808,69783,7110,214774,137315,9710,475500,0.077409043,0.146757098,0.014952681,0.451680336,0.288780231,0.02042061,10.07,4,Region III
2016-05-09 18:49:15,38280,72543,7339,222698,142910,10116,493886,0.077507765,0.146882074,0.014859704,0.450909724,0.289358273,0.02048246,10.45,4,Region III
2016-05-09 18:49:41,48121,91294,9177,278858,180482,12889,620821,0.077511875,0.14705366,0.014782039,0.449176172,0.290715037,0.020761218,13.12,4,Region III
2016-05-09 18:50:18,146596,285656,28635,848228,542050,39079,1890244,0.077554009,0.151121231,0.015148838,0.448739951,0.286761921,0.020674051,39.84,4,Region III
2016-05-09 18:55:40,179737,350754,35189,1044850,665293,47734,2323557,0.077354246,0.150955625,0.015144453,0.449676939,0.286325233,0.020543503,48.92,4,Region III
2016-05-09 19:06:04,198988,390648,39337,1161030,739553,53297,2582853,0.077041938,0.151246703,0.015230058,0.449514548,0.28633182,0.020634934,54.28,4,Region III
2016-05-09 19:16:14,219635,432132,43633,1282579,814682,58789,2851450,0.077025724,0.15154816,0.015302039,0.449798874,0.285707973,0.02061723,60.03,4,Region III
2016-05-09 19:38:16,239176,471297,47922,1398211,891098,64188,3111892,0.076858708,0.151450307,0.015399635,0.449312187,0.286352483,0.02062668,65.52,4,Region III
2016-05-09 19:46:26,252691,498709,50643,1482973,941993,67925,3294934,0.076690762,0.151356294,0.015369959,0.450076693,0.285891311,0.02061498,69.38,4,Region III
2016-05-09 19:48:51,266588,525824,53456,1561358,996265,71926,3475417,0.076706766,0.151298103,0.015381176,0.449257744,0.286660565,0.020695646,73.16,4,Region III
2016-05-09 19:56:38,279074,550034,55876,1635164,1041451,75261,3636860,0.076734876,0.151238706,0.015363803,0.449608728,0.286359937,0.02069395,76.59,4,Region III
2016-05-09 20:08:56,288566,569521,57871,1694942,1078825,77852,3767577,0.076591932,0.151163732,0.01536027,0.449875875,0.286344513,0.020663679,79.39,4,Region III
2016-05-09 20:17:13,295907,585652,59507,1739356,1106327,79954,3866703,0.076526953,0.151460301,0.015389597,0.449829221,0.286116363,0.020677564,81.48,4,Region III
2016-05-09 20:27:07,299901,594596,60518,1765961,1122103,81209,3924288,0.076421761,0.151516912,0.015421396,0.450008001,0.285937984,0.020693945,82.7,4,Region III
2016-05-09 20:40:45,302674,600773,61232,1783617,1133769,82040,3964105,0.076353679,0.151553251,0.015446614,0.449941916,0.286008822,0.020695718,83.55,4,Region III
2016-05-09 20:47:44,304140,604173,61518,1793302,1139384,82394,3984911,0.076322909,0.15161518,0.015437735,0.4500231,0.285924579,0.020676497,84.02,4,Region III
2016-05-09 20:59:07,305886,608220,61957,1803892,1146206,82937,4009098,0.07629796,0.151709936,0.0154541,0.44994959,0.285901218,0.020687197,84.57,4,Region III
2016-05-09 21:07:39,306888,610611,62219,1811872,1150216,83281,4025087,0.076243818,0.151701317,0.015457803,0.450144804,0.285761774,0.020690484,84.93,4,Region III
2016-05-09 21:17:50,307793,612584,62516,1819431,1154231,83612,4040167,0.076183237,0.151623435,0.015473618,0.450335593,0.285688933,0.020695184,85.27,4,Region III
2016-05-09 21:27:52,308676,615073,62818,1827255,1158469,84006,4056297,0.076097978,0.151634114,0.015486539,0.450473671,0.285597677,0.020710022,85.66,4,Region III
2016-05-09 21:37:55,310160,618353,63185,1838841,1164250,84503,4079292,0.076032802,0.151583412,0.015489207,0.450774546,0.285404918,0.020715114,86.15,4,Region III
2016-05-09 21:48:38,310962,620793,63637,1846117,1167535,84871,4093915,0.075957122,0.15163798,0.01554429,0.450941703,0.285187895,0.020731012,86.5,4,Region III
2016-05-09 21:58:53,311996,623488,63934,1853788,1171847,85290,4110343,0.075905101,0.151687584,0.01555442,0.45100567,0.285097132,0.020750093,86.86,4,Region III
2016-05-09 22:08:50,313207,626459,64254,1862134,1177123,85702,4128879,0.075857636,0.151726171,0.015562093,0.451002318,0.285095058,0.020756724,87.27,4,Region III
2016-05-09 22:20:40,316099,633163,65081,1884018,1189253,86770,4174384,0.075723508,0.151678188,0.015590564,0.451328388,0.284893052,0.0207863,88.26,4,Region III
2016-05-09 22:28:46,318903,640370,65840,1904175,1200706,87678,4217672,0.075611143,0.151830204,0.015610507,0.451475364,0.284684537,0.020788245,89.21,4,Region III
2016-05-09 22:38:04,321383,646931,66602,1922639,1212068,88695,4258318,0.075471818,0.151921721,0.015640448,0.451501978,0.284635389,0.020828646,90.09,4,Region III
2016-05-09 22:48:30,323923,653083,67335,1941910,1221775,89506,4297532,0.075374192,0.151966989,0.015668295,0.451866327,0.284296894,0.020827303,90.96,4,Region III
2016-05-09 23:09:12,327409,661202,68274,1967771,1236171,90739,4351566,0.075239351,0.151945759,0.015689524,0.452198358,0.284074974,0.020852033,92.17,4,Region III
2016-05-09 23:30:29,327409,661202,68274,1967771,1236171,90739,4351566,0.075239351,0.151945759,0.015689524,0.452198358,0.284074974,0.020852033,92.17,4,Region III
2016-05-09 23:31:54,330518,669199,69263,1990214,1248574,91811,4399579,0.075124915,0.152105236,0.015743097,0.452364647,0.283793972,0.020868133,93.21,4,Region III
2016-05-09 23:48:02,333641,675793,70019,2009778,1259178,92612,4441021,0.075127094,0.152170638,0.015766419,0.452548637,0.283533449,0.020853763,94.11,4,Region III
2016-05-10 00:12:35,335420,680554,70637,2024278,1266699,93209,4470797,0.075024654,0.152222076,0.015799644,0.452777883,0.283327335,0.020848408,94.75,4,Region III
2016-05-10 00:29:16,336363,682920,70931,2031281,1270796,93651,4485942,0.074981576,0.152235584,0.015811841,0.452810357,0.283284091,0.020876552,95.09,4,Region III
2016-05-10 00:49:34,336976,684619,71106,2036277,1273870,93970,4496818,0.074936544,0.15224521,0.015812515,0.452826198,0.283282534,0.020896999,95.32,4,Region III
2016-05-10 01:08:56,338049,688013,71620,2046580,1278210,94396,4516868,0.074841461,0.152320812,0.01585612,0.453097146,0.28298591,0.020898552,95.74,4,Region III
2016-05-10 01:28:58,338443,689196,71744,2050470,1279918,94588,4524359,0.07480463,0.152330087,0.015857274,0.453206742,0.282894881,0.020906387,95.89,4,Region III
2016-05-10 01:48:25,338765,690070,71936,2053564,1281483,94787,4530605,0.074772575,0.152312991,0.015877791,0.453264851,0.282850304,0.020921488,96.03,4,Region III
2016-05-10 02:08:55,339199,691187,72074,2057042,1283992,95008,4538502,0.074738096,0.152294083,0.01588057,0.453242502,0.282910969,0.020933779,96.17,4,Region III
2016-05-10 02:28:26,339315,691488,72114,2057939,1284484,95046,4540386,0.074732633,0.152297184,0.015882791,0.453251992,0.282901938,0.020933462,96.21,4,Region III
2016-05-10 02:48:22,339635,692252,72211,2059286,1285744,95124,4544252,0.074739473,0.152335742,0.015890624,0.453162809,0.282938534,0.020932818,96.3,4,Region III
2016-05-10 03:08:18,339786,692457,72230,2059944,1286214,95135,4545766,0.074747798,0.152330102,0.015889511,0.45315663,0.282947692,0.020928266,96.33,4,Region III
2016-05-10 03:29:34,340411,693553,72296,2062624,1288199,95279,4552362,0.074776786,0.152350143,0.015880987,0.453088748,0.282973762,0.020929575,96.47,4,Region III
2016-05-10 03:48:15,340524,693879,72349,2063237,1288637,95327,4553953,0.074775475,0.152368503,0.015887077,0.453065062,0.28297108,0.020932803,96.51,4,Region III
2016-05-10 04:09:01,340556,693925,72370,2063295,1288962,95355,4554463,0.074774128,0.152361541,0.015889908,0.453027064,0.283010752,0.020936607,96.52,4,Region III
2016-05-10 04:28:38,340752,694238,72406,2064328,1289492,95379,4556595,0.074782156,0.152358943,0.015890374,0.4530418,0.282994648,0.020932078,96.56,4,Region III
2016-05-10 04:48:45,340752,694238,72406,2064328,1289492,95379,4556595,0.074782156,0.152358943,0.015890374,0.4530418,0.282994648,0.020932078,96.56,4,Region III
2016-05-10 05:08:52,340807,694373,72421,2064784,1289941,95393,4557719,0.074775781,0.15235099,0.015889747,0.453030123,0.283023372,0.020929987,96.58,4,Region III
